model_name,metric,bootstrap_mean,ci_low,ci_high,n_boot
middle_late__lr__l1,balanced_accuracy,0.6778769841269842,0.5789484126984127,0.7757738095238096,200
middle_late__lr__l1,sensitivity,0.802142857142857,0.6564285714285715,0.9428571428571428,200
middle_late__lr__l1,specificity,0.5536111111111112,0.4166666666666667,0.7222222222222222,200
middle_late__lr__l1,f1,0.7093655791287502,0.6046033768716151,0.7951807228915663,200
middle_late__lr__l1,roc_auc,0.7850992063492064,0.6706150793650794,0.8865079365079365,200
middle_late__lr__l1,pr_auc,0.765981791218623,0.630815260533503,0.8965398176119576,200
middle_late__lr__l1,mcc,0.36862992067830197,0.1614559911208509,0.563042979294071,200
middle_late__lr__elasticnet,accuracy,0.6727464788732395,0.5633802816901409,0.7746478873239436,200
middle_late__lr__elasticnet,balanced_accuracy,0.6745079365079366,0.5658531746031746,0.7758035714285714,200
middle_late__lr__elasticnet,sensitivity,0.7995714285714286,0.6571428571428571,0.9142857142857143,200
middle_late__lr__elasticnet,specificity,0.5494444444444444,0.3888888888888889,0.7222222222222222,200
middle_late__lr__elasticnet,f1,0.7066328590911647,0.6132941176470588,0.7895998558038934,200
middle_late__lr__elasticnet,roc_auc,0.7911587301587301,0.6706349206349207,0.8881150793650794,200
middle_late__lr__elasticnet,pr_auc,0.7901737336515007,0.6720720705435925,0.8943577294437131,200
middle_late__lr__elasticnet,mcc,0.3616912117284637,0.14057917371908588,0.5584436416847964,200
middle_late__svc__linear,accuracy,0.7167605633802817,0.6052816901408451,0.8169014084507042,200
middle_late__svc__linear,balanced_accuracy,0.7190892857142858,0.6072222222222223,0.8186607142857143,200
middle_late__svc__linear,sensitivity,0.8844285714285715,0.7428571428571429,0.9714285714285714,200
middle_late__svc__linear,specificity,0.55375,0.41597222222222224,0.7229166666666668,200
middle_late__svc__linear,f1,0.7551384422710847,0.6583231707317073,0.8355029079712625,200
middle_late__svc__linear,roc_auc,0.8011388888888888,0.7038293650793651,0.8881150793650793,200
middle_late__svc__linear,pr_auc,0.81678938137611,0.7238515824759916,0.8940460577686571,200
middle_late__svc__linear,mcc,0.4650974120693246,0.22297362634729037,0.6565883078081323,200
middle_late__svc__poly2,accuracy,0.7708450704225354,0.6757042253521127,0.8591549295774648,200
middle_late__svc__poly2,balanced_accuracy,0.7720813492063492,0.6766468253968254,0.8603174603174604,200
middle_late__svc__poly2,sensitivity,0.859857142857143,0.7428571428571429,0.9714285714285714,200
middle_late__svc__poly2,specificity,0.6843055555555554,0.5548611111111111,0.8340277777777779,200
middle_late__svc__poly2,f1,0.7875988215877734,0.6933076923076923,0.868421052631579,200
middle_late__svc__poly2,roc_auc,0.8275158730158729,0.7226587301587302,0.9103571428571429,200
middle_late__svc__poly2,pr_auc,0.8378012539625389,0.737421094408943,0.9146393031667008,200
middle_late__svc__poly2,mcc,0.5541891902229871,0.35625368233311727,0.7293702083039783,200
middle_late__svc__poly3,accuracy,0.7694366197183098,0.676056338028169,0.8591549295774648,200
middle_late__svc__poly3,balanced_accuracy,0.7710674603174604,0.6773809523809524,0.8607242063492064,200
middle_late__svc__poly3,sensitivity,0.8868571428571431,0.7714285714285715,0.9714285714285714,200
middle_late__svc__poly3,specificity,0.6552777777777778,0.5270833333333333,0.8055555555555556,200
middle_late__svc__poly3,f1,0.7917379836739794,0.7012987012987013,0.8718750000000001,200
middle_late__svc__poly3,roc_auc,0.8379722222222221,0.7347817460317461,0.919861111111111,200
middle_late__svc__poly3,pr_auc,0.8466236983036068,0.7516689641607925,0.9215784029528491,200
middle_late__svc__poly3,mcc,0.5582638252135161,0.36082665014107407,0.738302055997577,200
middle_late__svc__rbf,accuracy,0.7672535211267606,0.6619718309859155,0.8454225352112676,200
middle_late__svc__rbf,balanced_accuracy,0.7688928571428572,0.6638591269841271,0.8471527777777779,200
middle_late__svc__rbf,sensitivity,0.8852857142857143,0.7714285714285715,0.9714285714285714,200
middle_late__svc__rbf,specificity,0.6525,0.4722222222222222,0.7784722222222223,200
middle_late__svc__rbf,f1,0.7897750555212368,0.6931232876712329,0.8608621279507356,200
middle_late__svc__rbf,roc_auc,0.8420873015873016,0.7261507936507937,0.9230952380952381,200
middle_late__svc__rbf,pr_auc,0.8591853415608864,0.7630855338202333,0.9338603081088801,200
